,x,y,z,num_sites,mollusc_cereum_bullet,mollusc_flavum_bullet,mollusc_lividum_bullet,mollusc_rubeum_bullet,mollusc_viride_bullet,mollusc_albulus_bell,lagrange_cloud_caeruleum,lagrange_cloud_croceum,lagrange_cloud_luteolum,lagrange_cloud_proto,lagrange_cloud_roseum,lagrange_cloud_rubicundum,lagrange_cloud_viride,ice_crystal_albidum,ice_crystal_flavum,ice_crystal_lindigoticum,ice_crystal_prasinum,ice_crystal_purpureum,ice_crystal_roseum,ice_crystal_rubeum,metallic_crystal_albidum,metallic_crystal_flavum,metallic_crystal_lindigoticum,metallic_crystal_prasinum,metallic_crystal_purpureum,metallic_crystal_roseum,metallic_crystal_rubeum,silicate_crystal_albidum,silicate_crystal_flavum,silicate_crystal_lindigoticum,silicate_crystal_prasinum,silicate_crystal_purpureum,silicate_crystal_roseum,silicate_crystal_rubeum,silicate_crystal_solid spheres,solid_mineral_solid spheres,added_by,mollusc,lagrange_cloud,ice_crystal,metallic_crystal,silicate_crystal,solid_mineral
DROKOE QO-R B24-0,14657.41,-104.5,3295.16,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,Viride Bullet,,"Crystal Flavum, Crystal Rubeum",,,
DROKOE QP-D D13-2,14818.53,-325.53,3949.97,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,,,,,,
DROKOE QP-D D13-7,14886.5,-336.5625,3960.46875,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,BaTLeZone,,,Crystal Prasinum,Crystal Rubeum,,
DROKOE QP-N B40-0,14864.0625,-85.6875,3647.1875,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,DRAKUSA,Viride Bullet,,"Crystal Prasinum, Crystal Purpureum",Crystal Rubeum,Crystal Roseum,
DROKOE QP-R C20-0,-1.0,-1.0,-1.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Lurch the Bastard,,,Crystal Albidum,,Crystal Roseum,
DROKOE QS-B C29-0,14658.875,-382.5625,4017.125,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,BaTLeZone,Lividum Bullet,Cloud Proto,"Crystal Lindigoticum, Crystal Rubeum",,,
DROKOE QS-B C29-1,14687.46875,-380.71875,4039.34375,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,OUT,Viride Bullet,,"Crystal Flavum, Crystal Purpureum",,,
DROKOE QS-L B27-0,14820.125,-163.65625,3355.1875,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,SciberWolf,Viride Bullet,,"Crystal Flavum, Crystal Roseum",,,
DROKOE QT-K C11-0,15247.40625,-38.75,3273.0625,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,SciberWolf,Viride Bullet,,"Crystal Flavum, Crystal Prasinum",,,
DROKOE QT-O D7-2,-1.0,-1.0,-1.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,Kiwi Rob,,,,"Crystal Flavum, Crystal Purpureum, Crystal Roseum",,
DROKOE QU-D D13-5,15032.96875,-256.65625,3950.875,2,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Nigel Prang,"Lividum Bullet, Rubeum Bullet",,"Crystal Prasinum, Crystal Rubeum",Crystal Flavum,,
DROKOE QU-R B24-0,15215.4375,-83.28125,3296.6875,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Nocturnous,Lividum Bullet,,"Crystal Lindigoticum, Crystal Purpureum, Crystal Rubeum",,,
DROKOE QV-G C13-0,14737.38,-142.47,3339.44,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,Lividum Bullet,,,,,
DROKOE QV-G C13-1,14736.03125,-144.5,3361.78125,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,Lukhinka,Cereum Bullet,,"Crystal Prasinum, Crystal Roseum",Crystal Rubeum,Crystal Rubeum,
DROKOE QW-N C22-0,14657.9375,-424.96875,3740.34375,2,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Shakn__Bakn,Cereum Bullet,Cloud Proto,,Crystal Flavum,Crystal Lindigoticum,
DROKOE QW-V C18-0,14666.41,-222.31,3602.88,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,Flavum Bullet,Cloud Luteolum,"Crystal Prasinum, Crystal Rubeum",,,
DROKOE QX-K B41-0,-1.0,-1.0,-1.0,2,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Rated Decent,,Cloud Proto,"Crystal Albidum, Crystal Flavum, Crystal Prasinum",,,
DROKOE QY-D C14-0,15135.46875,-379.0625,3378.65625,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,Jay Money,"Lividum Bullet, Viride Bullet",,"Crystal Lindigoticum, Crystal Rubeum",,"Crystal Albidum, Crystal Lindigoticum, Crystal Purpureum",
DROKOE QY-J B28-0,14740.81,-163.94,3375.44,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,,,,,,
DROKOE QZ-B B19-0,15098.03125,-119.5625,3178.4375,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,SciberWolf,Lividum Bullet,,"Crystal Lindigoticum, Crystal Prasinum, Crystal Roseum, Crystal Rubeum",,,
DROKOE RA-C D14-2,14798.4375,-197.375,4010.65625,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
DROKOE RA-C D14-4,14742.28125,-228.625,4027.03125,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Malzerina,,,,,,
DROKOE RA-C D14-10,-1.0,-1.0,-1.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
DROKOE RA-C D14-11,-1.0,-1.0,-1.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
DROKOE RA-C D14-8,14758.375,-261.0,4049.59375,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,SASSYNATE,,,,,,
DROKOE RA-H C13-2,-1.0,-1.0,-1.0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Raf von Thorn,Cereum Bullet,,"Crystal Lindigoticum, Crystal Purpureum",,Crystal Flavum,
DROKOE RA-Q B25-0,15161.75,-83.09375,3330.9375,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Jay Money,"Lividum Bullet, Viride Bullet",,"Crystal Purpureum, Crystal Rubeum",,Crystal Rubeum,
DROKOE RB-F C14-0,14617.66,-142.13,3378.22,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,ADM INFWHALE,Cereum Bullet,,,Crystal Purpureum,Crystal Lindigoticum,
DROKOE RB-F C14-2,14619.09,-135.78,3378.41,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,Rubeum Bullet,,,Crystal Flavum,,
DROKOE RB-X B21-0,-1.0,-1.0,-1.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Guzzleguts,,,"Crystal Flavum, Crystal Roseum",,,
DROKOE RF-C D14-2,-1.0,-1.0,-1.0,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,Rubeum Bullet,,,"Crystal Flavum, Crystal Purpureum",,
DROKOE RF-C D14-10,14903.46875,-120.21875,4016.53125,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Toile Rewyd,,,,,,
DROKOE RG-W B35-0,-1.0,-1.0,-1.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Malzerina,,,,,,
DROKOE RG-X B21-0,-1.0,-1.0,-1.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Guzzleguts,,,"Crystal Albidum, Crystal Lindigoticum",,,
DROKOE RH-J B55-0,-1.0,-1.0,-1.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Spaceballs Cadet,,,,,,
DROKOE RH-S B50-0,14638.69,-298.38,3862.34,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,Lividum Bullet,,Crystal Lindigoticum,,,
DROKOE RI-F C0,-1.0,-1.0,-1.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
DROKOE RI-H B56-0,14602.88,-335.0,3978.81,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,Flavum Bullet,,"Crystal Flavum, Crystal Prasinum, Crystal Roseum",Crystal Flavum,,
DROKOE RJ-K C11-0,15099.96875,-141.6875,3260.3125,3,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Jay Money,"Lividum Bullet, Viride Bullet",Cloud Proto,"Crystal Flavum, Crystal Prasinum, Crystal Purpureum, Crystal Rubeum",Crystal Purpureum,,
DROKOE RJ-P B52-0,-1.0,-1.0,-1.0,2,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Guzzleguts,"Lividum Bullet, Rubeum Bullet",,"Crystal Flavum, Crystal Prasinum",,,
DROKOE RJ-U C18-0,15095.5625,-540.34375,3579.28125,2,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,LISA MAVRIK,"Cereum Bullet, Lividum Bullet",,"Crystal Purpureum, Crystal Roseum","Crystal Purpureum, Crystal Rubeum",,
DROKOE RL-S B51-0,-1.0,-1.0,-1.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,CrimsonSoul,Rubeum Bullet,,Crystal Lindigoticum,,Crystal Roseum,
DROKOE RM-I B56-0,-1.0,-1.0,-1.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
DROKOE RM-U C19-2,14702.34375,-138.0625,3617.5625,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,R!pP3rT,,,,,,
DROKOE RM-V B22-0,-1.0,-1.0,-1.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,Nocturnous,,,Crystal Albidum,"Crystal Flavum, Crystal Purpureum, Crystal Rubeum",Crystal Lindigoticum,
DROKOE RN-F B58-0,-1.0,-1.0,-1.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
DROKOE RN-G B57-0,-1.0,-1.0,-1.0,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Shakn__Bakn,Lividum Bullet,Cloud Proto,Crystal Albidum,,Crystal Prasinum,
DROKOE RO-Z B33-0,-1.0,-1.0,-1.0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,Lividum Bullet,,"Crystal Prasinum, Crystal Roseum",,,
